unique_carrier,origin,destination,departure_time,month,day_of_month,day_of_week,distance,is_delayed
OZ,SRW,TWP,1212,6,19,7,1162,0
MH,JNS,VUT,1943,7,20,4,998,1
HL,MGF,OJO,1330,11,27,1,403,0
OZ,HEM,HSR,1854,12,16,5,693,0
BN,MQV,RVN,1232,5,17,3,500,0
RQ,QTP,PQM,1726,3,3,4,368,0
RQ,OPU,TVQ,1344,9,25,7,906,0
WT,QTX,HSR,1130,3,17,5,1745,0
WT,PIH,YTR,838,12,30,6,2419,0
NB,RTQ,LHW,1927,7,31,1,239,0
RQ,TVQ,CRQ,1819,8,27,6,859,0
XJ,JNS,UNO,1157,3,29,2,284,0
HH,PQM,VWP,2117,6,11,6,601,0
BN,RVN,YTR,1033,12,1,5,383,0
NB,SRW,CNY,1725,9,26,1,255,0
NB,LHW,CBT,630,12,7,3,670,0
HH,PQM,LQB,2128,8,21,1,402,0
XJ,OPU,JNS,1407,4,15,6,1008,0
TT,RIN,VWP,1609,7,26,2,813,0
LT,LBQ,QTP,1541,12,31,6,2762,0
XJ,CBT,JNS,953,9,11,7,748,0
OZ,ITV,QTX,855,3,4,6,209,0
XJ,HSI,MQJ,938,11,27,7,435,1
LU,ULX,YTL,1359,1,24,1,1009,0
TT,PBT,RIN,638,12,20,3,1205,0
LU,JNS,QTP,2014,12,9,5,2227,0
WP,RVN,ULX,1111,8,13,7,1671,0
HH,RJB,CWS,1735,9,11,1,850,0
TP,PJT,PBT,617,8,8,1,978,0
WT,RJB,CYQ,1953,11,20,7,455,0
NB,CNY,UCY,1820,3,19,6,883,1
NB,CNY,TCZ,1505,1,29,7,1670,1
BN,OJO,CBT,932,3,1,3,200,1
HH,RJB,FVI,1150,10,11,2,624,0
TT,OMH,OYT,1351,9,8,5,193,0
OZ,HSR,YTR,644,12,21,4,589,0
WT,URX,PIH,1418,11,3,5,550,0
TT,TVQ,OYT,1450,3,5,7,595,0
NB,CWS,HTE,1110,2,5,6,325,0
NB,QTX,JQU,1240,6,8,4,714,0
HH,IPR,RJB,1245,3,17,4,483,0
WT,PTB,YTR,1331,10,31,2,2253,0
HH,PIH,CWS,1620,3,22,2,326,0
BN,RVN,FSC,900,8,30,3,288,0
NB,QTX,ULX,859,12,12,2,370,0
I9,RJB,RIN,1907,10,27,4,641,0
OZ,RIN,XBT,2112,4,4,1,281,0
WT,QTX,YTR,759,7,17,1,2288,0
IQ,VUT,TVQ,755,12,20,3,406,0
NB,HOT,ORN,2150,1,21,5,423,0
RQ,TVQ,UCY,1742,4,15,6,545,0
XJ,JNS,SRW,1937,4,16,7,416,0
NB,DTX,CNY,1200,1,29,7,663,1
WP,ULX,RJB,1553,11,5,7,602,1
XJ,MQJ,CVG,1323,4,24,7,489,0
TZ,LBQ,EHT,905,12,10,7,163,0
WP,UYV,ULQ,727,11,7,2,267,1
VK,ORN,RMT,1952,10,9,1,601,1
WT,YTR,RJB,1725,4,15,6,1452,0
WP,HSI,ULQ,1743,1,29,7,211,0
WP,MQV,CNY,1553,5,11,3,361,0
TP,DBW,TBM,712,11,30,3,571,0
RL,YTR,MOL,2150,3,31,4,299,1
WT,HSR,OMH,2058,3,12,6,1005,0
WT,PIH,QTP,1544,8,11,5,414,0
NB,OMY,PVQ,930,9,6,3,237,0
IQ,CNY,VUT,1714,2,12,6,842,0
IQ,TVQ,ULI,1148,2,18,5,508,0
WP,RMT,MQV,1648,5,3,2,331,0
TP,PJT,QTX,1208,6,26,7,954,0
RQ,TVQ,CHP,1116,3,20,1,946,1
TT,SRW,RIN,1719,8,26,6,1062,0
WP,CHP,QFT,954,1,21,5,185,0
WP,IQQ,JAN,1053,1,1,7,145,0
WT,PIH,CWS,2017,11,18,5,326,0
RQ,MGF,LRB,1656,1,15,6,1202,0
OZ,HSR,TVQ,2121,4,7,4,606,0
BN,YBR,OMH,758,2,15,3,828,0
TP,TBM,TRZ,1438,5,4,3,252,0
C6,DIE,IQQ,1018,11,6,7,1069,0
AG,PCT,ULX,930,8,16,3,455,0
RQ,TVQ,OMY,1521,11,27,1,692,0
NB,ORN,QTP,1305,5,10,3,1521,1
LU,TVQ,ULX,1709,11,7,1,1587,0
WP,MQV,JNS,1301,5,30,2,529,0
TP,PJT,HSR,906,10,31,2,1721,0
HH,JWF,PQM,616,7,24,1,619,0
WT,HSR,CWI,1524,8,24,4,473,1
RQ,TVQ,TCZ,1140,3,8,2,1269,0
JG,OJO,MGF,1143,7,24,7,403,0
OZ,VGM,HSR,811,6,30,5,224,0
OZ,RIN,VAP,1959,1,23,7,772,0
HH,PQM,CYQ,1258,6,16,5,387,0
MH,TVQ,YTL,1822,9,13,2,689,0
WT,PIH,QTX,1932,7,6,3,337,0
RQ,PTG,TVQ,1845,10,4,2,215,0
NB,PDM,QTP,1355,9,30,5,386,1
WP,SPN,UYV,818,2,2,3,966,0
XJ,MTJ,JNS,1240,12,18,1,602,0
NB,OLV,ULQ,2150,10,21,5,290,1
XJ,FUV,YTL,1520,2,4,6,376,0
BN,ULX,RVN,554,7,15,5,1671,0
NB,CNY,SRW,1620,11,13,7,255,0
NB,CNY,CBT,625,12,14,3,588,0
WP,ULX,PTB,1339,4,23,7,304,0
LT,QYL,LBQ,1206,4,29,6,102,0
NB,DTX,VUT,1555,1,7,6,180,0
RQ,OPU,TVQ,1143,5,1,7,906,0
AG,YTR,CWI,1745,5,20,6,284,0
TT,LPG,RIN,827,7,13,3,603,0
OZ,HSR,MYR,2059,10,20,5,196,0
OZ,MQQ,RIN,1525,10,28,5,164,0
TP,PJT,RJB,1449,6,9,5,1024,0
HL,INT,MGF,1510,8,4,4,136,0
XJ,YTL,MLP,1913,5,31,2,925,0
HL,PRI,MGF,1210,8,31,4,83,0
TT,HSR,PDW,1035,4,19,3,2072,0
NB,VUT,CRQ,1810,6,13,1,1111,0
RQ,TVQ,DIE,1402,5,1,7,760,1
C6,IQQ,JNS,807,3,19,7,1065,0
TP,TBM,PJT,126,3,5,6,1449,0
IQ,TVQ,LUB,1727,8,14,1,780,0
WT,RJB,PIH,1501,12,7,3,967,0
NB,QTP,ULX,1931,9,11,1,256,0
BN,QTX,LBQ,1435,6,4,7,2556,0
TT,OYT,PVQ,2148,11,20,1,1068,1
WP,ULX,TCZ,1002,3,24,5,328,0
RQ,PSZ,TVQ,1129,6,1,4,445,0
HL,SRW,DIE,1630,7,4,1,426,0
WT,HSR,CHP,1358,2,8,2,867,0
XJ,YTL,JQU,1336,1,11,3,667,0
NB,LHW,CBT,1930,4,3,7,670,0
BN,PJT,OPU,658,11,9,3,1399,0
C6,DIE,IQQ,753,5,2,2,1069,0
NB,TQC,CNY,840,11,13,1,288,0
WT,RJB,JNS,1309,3,17,5,1605,0
JG,JGG,TVQ,1832,1,8,6,350,0
WT,DIE,PIH,1828,10,26,4,2586,0
HL,DIE,UBP,930,3,20,7,1028,0
XJ,SRW,MQJ,1417,2,8,2,416,0
NB,IQQ,CBT,1231,8,31,4,793,1
NB,ORN,UYV,840,12,7,4,402,0
LU,QTP,QTX,1141,6,3,5,236,0
NB,POI,HBV,835,3,11,6,389,0
I9,QTP,RJB,1006,12,14,3,629,0
XJ,YTL,OFO,1533,11,30,3,554,0
RL,YTR,JNS,923,3,14,1,213,1
TT,OYT,DIE,2136,3,15,3,1090,1
JG,SHT,TVQ,1910,12,19,2,357,1
NB,CNY,PQM,1740,11,11,5,1864,0
WT,HSR,PDW,856,2,28,2,2072,0
JG,SBH,PQM,525,5,14,6,422,0
RQ,PQM,MGF,946,8,24,4,1449,0
BN,VUT,OPU,1357,8,2,2,1307,1
WP,ULX,CHY,1131,12,28,4,735,0
HL,MGF,QTB,2249,7,25,1,258,0
OZ,QFT,SRW,926,4,13,4,431,0
XJ,OLV,JNS,1313,5,9,2,209,0
NB,QTX,VWP,1440,8,9,2,451,0
RQ,QTX,TVQ,2337,3,1,3,1946,0
RQ,TWP,MGF,1448,3,8,2,958,0
I9,CBT,RJB,1426,3,19,7,1013,0
TT,RIN,CLO,1947,3,2,4,597,1
NB,HBV,QTP,1025,7,24,1,197,0
WT,PIH,QTX,851,1,6,4,337,0
TT,RIN,PDM,736,8,27,6,1438,0
NB,CBT,PJT,1410,7,26,3,1977,1
WP,MQV,UCY,925,9,11,7,590,0
HL,CBT,MGF,751,8,21,7,230,0
NB,QTP,QTX,845,12,31,6,236,0
WT,HFF,PIH,2147,3,15,3,2338,0
LU,RVN,ULX,1700,1,3,1,1671,0
OZ,MOL,QFT,549,12,5,1,478,0
XJ,YTL,RTQ,1429,4,9,6,217,0
HH,QTX,ULX,1150,6,27,1,370,0
HH,PIH,TMG,1023,4,18,2,250,0
NB,LHW,MSU,1023,6,10,5,187,0
RQ,DIE,QTX,1756,7,29,5,2475,1
WT,RJB,TCZ,1429,6,9,5,349,0
TT,RIN,CRQ,852,4,8,5,1471,0
NB,ORN,CRQ,958,10,12,4,777,0
NB,VUT,CNY,1150,12,1,5,842,0
IQ,TVQ,IBV,1248,7,23,7,644,0
TT,HSR,JNS,1230,7,30,7,719,0
HH,MQR,QTX,846,10,23,1,86,0
AG,SHT,YTR,1518,8,31,4,177,1
NB,JQU,QCC,2026,7,29,5,295,1
JG,TVQ,OQW,1722,7,8,5,448,1
RQ,TVQ,OQC,1145,10,16,7,443,0
NB,CNY,OMH,1000,1,7,5,787,0
TT,DIE,QTX,1427,5,24,2,2475,0
BN,OEJ,OPU,1302,12,8,4,297,1
XJ,JNS,HSI,2037,9,8,4,284,0
HH,PQM,XBT,1709,1,20,5,1004,0
NB,OMH,MOL,1500,1,31,1,802,0
TP,PDM,PJT,2135,8,28,1,697,1
JG,TVQ,PLG,2225,2,20,7,552,0
XJ,JNS,SRW,818,10,21,6,416,0
VK,ORN,ULX,2142,1,5,3,1444,0
NB,YBR,DTX,1343,11,9,3,688,1
TZ,QYL,LBQ,1055,6,22,4,102,0
OZ,HSR,OJO,1219,2,15,2,491,0
TT,TCZ,RIN,1006,10,11,2,569,0
HL,MGF,TCJ,1059,11,22,2,503,0
LU,ULX,HSR,1913,2,22,2,1440,0
BN,IQQ,OJO,609,3,19,6,851,0
NB,QTP,PTV,1400,9,3,6,1069,0
TT,QTX,RIN,1517,10,25,3,1235,0
NB,ORN,RVN,1214,12,17,7,229,1
RQ,RIN,TVQ,1948,1,21,5,732,1
MH,JNS,OYT,1707,8,27,6,1086,0
MH,JNS,UGR,2046,6,30,4,160,0
MH,JNS,RVN,1508,11,5,7,487,0
NB,YPU,OMH,700,6,30,4,972,0
TT,OYT,QFT,1810,7,4,2,1097,0
JG,PCB,TVQ,719,1,4,2,566,0
BN,OPU,MOL,1503,2,11,5,627,0
C6,SHM,DIE,1740,7,6,3,264,1
NB,FJF,PJT,655,5,23,2,224,0
HL,TVQ,FSC,1510,10,20,5,774,0
TT,JNS,OYT,1221,4,24,7,1086,0
WT,DIE,QTX,848,11,11,6,2475,0
BN,TQC,RVN,1230,2,13,7,488,0
NB,CHY,FJF,2145,5,18,4,287,1
WT,HSR,YTL,1524,11,8,2,925,0
HH,HEM,HSR,747,11,21,2,693,0
HH,PQM,PFW,1305,9,7,4,269,0
NB,CBT,VUT,2059,3,30,4,612,1
TT,HSR,ULX,1005,2,1,3,1440,0
HL,OLV,MGF,1340,1,14,5,741,0
HH,YRT,PQM,1759,7,7,4,188,0
NB,OLV,ORN,610,12,14,3,838,0
TT,OMH,RIN,922,4,29,5,984,0
WP,ULX,DIE,1005,11,25,6,2153,0
BN,OPU,ULX,1722,2,24,4,1276,0
C6,SHM,DIE,1120,2,22,2,264,0
NB,TCZ,QTP,1929,10,8,7,487,0
NB,LHW,HEM,1348,8,16,3,419,0
HL,RMT,CHP,1515,11,19,7,399,0
NB,CWS,HTE,1523,6,6,2,325,0
RQ,TVQ,QYV,1008,7,10,1,453,0
NB,CNY,CBT,815,12,26,2,588,0
OZ,UYT,RIN,613,3,18,5,673,0
XJ,JNS,CVG,2037,3,17,4,266,0
WP,QTP,ULQ,643,8,15,1,2176,0
NB,URX,PQM,1535,2,8,2,630,0
NB,YPU,IQQ,1205,12,26,1,1093,0
TT,MQV,OYT,632,7,16,6,650,0
LU,ULX,PDM,1630,9,9,5,621,0
TT,TWP,RIN,849,5,13,5,190,0
C6,VUT,CHP,707,4,1,6,1185,0
AG,MHP,ULX,1449,2,2,4,551,0
TP,QTP,PJT,1746,12,9,5,866,0
NB,OMH,IQQ,740,1,4,2,178,0
BN,OPU,RVN,700,7,1,5,528,0
NB,VUT,YPU,1115,1,6,4,1034,0
RQ,TVQ,OYT,833,1,11,2,595,0
WP,YTL,RMT,1614,8,21,7,1208,0
OZ,CHP,SRW,940,12,6,3,612,0
XJ,UGR,JNS,1617,1,8,7,160,0
I9,QFT,RJB,841,2,9,4,1619,0
TP,PJT,POI,1803,7,27,3,605,0
HH,VWQ,PQM,1242,1,14,5,926,0
TT,HSR,OPU,1908,6,28,2,334,1
RQ,CHP,QFT,558,2,1,2,185,0
HL,MGF,OPU,945,10,2,7,596,0
TZ,HFF,LBQ,1411,7,14,5,100,0
HH,MHP,RJB,642,10,13,4,72,0
MH,MQJ,JNS,1755,2,14,1,404,0
TP,PJT,HBV,1259,9,29,5,956,1
JG,MTJ,MGF,2200,7,1,5,404,1
MH,JNS,PIH,1732,3,23,4,2565,1
XJ,YMV,YTL,630,1,28,5,542,0
OZ,HSR,HEM,1456,11,21,2,693,0
NB,PTV,RTQ,1945,5,6,6,248,0
OZ,SYM,HSR,1114,12,11,1,642,0
WT,RJB,DTM,1232,8,20,6,406,0
BN,CNY,RVN,1817,1,24,1,408,1
BN,OMH,RVN,1201,2,22,2,957,0
TP,URX,POI,1756,10,18,2,479,1
RQ,ULX,PQM,719,3,30,3,507,0
OZ,CHP,RMT,945,8,27,6,399,0
WP,ULX,QTP,1334,6,27,2,256,0
RQ,QFT,CHP,1030,5,7,6,185,0
XJ,YTL,OPU,1336,10,10,2,1034,0
TT,HSR,VUT,1202,2,16,4,1012,0
MH,PTV,YTL,1600,10,1,6,191,0
HL,MGF,MQV,816,12,22,4,335,0
OZ,CVS,RIN,1520,2,24,4,383,0
HH,PTG,HSR,652,5,14,7,773,0
TP,PJT,QTX,1550,2,23,3,954,0
JG,TVQ,INT,1014,4,3,1,508,0
NB,PVQ,HOT,1403,11,24,5,342,0
MH,JNS,PVV,915,1,7,6,1634,0
TT,HSR,PVQ,658,1,25,2,258,0
XJ,YTL,CSH,1446,10,30,1,308,0
NB,PTV,QTP,1230,4,1,6,1069,0
NB,PRI,CLO,845,2,27,7,323,0
RQ,CHP,QFT,927,10,27,5,185,0
RQ,MGF,DTX,2055,9,19,1,614,0
BN,OPU,HSR,1126,6,22,3,334,0
XJ,FSS,YTL,1805,11,30,3,1042,0
NB,QTX,POI,1855,6,27,1,373,1
BN,RVN,OPB,857,8,2,2,312,0
WT,PJT,PIH,1507,5,23,2,679,0
NB,LHW,TWP,1245,8,29,1,148,1
NB,HTE,CWS,645,10,3,1,325,0
TT,HSR,PVQ,812,2,9,3,258,0
WT,HOT,RJB,1845,8,21,7,472,0
JG,TVQ,OFO,1658,11,16,3,147,0
WT,RPO,RJB,848,5,14,7,589,0
NB,CBT,ULX,1551,12,13,3,1448,0
OZ,MSU,RIN,1422,9,22,5,354,0
JG,YPH,TVQ,627,4,11,1,406,0
RQ,YBR,TVQ,1612,5,23,2,432,0
WP,UYV,ULQ,1055,7,28,4,267,0
WT,RJB,ULX,1116,8,3,4,602,0
TT,QTX,RIN,1355,1,24,1,1235,0
XJ,MQJ,PAS,1129,9,1,4,317,0
NB,CNY,OLV,820,8,2,2,377,0
TT,VUT,PDW,1646,12,15,5,1237,0
MH,JNS,YTL,1708,7,1,6,1400,0
HH,HBV,QTX,2124,8,4,5,47,0
BN,OPH,OPU,1351,6,29,3,1013,0
RQ,TVQ,OMH,1135,2,28,1,403,0
IQ,YBR,TVQ,553,10,11,3,432,0
JG,OPU,PQM,1740,8,19,6,991,0
BN,OEJ,QTP,948,3,29,2,1524,1
TT,ULQ,HSR,1053,10,25,3,678,0
HH,PAS,HSR,1749,10,7,5,607,0
NB,ULX,QTP,1100,12,12,1,256,0
NB,QTX,OMY,1159,6,28,3,1363,0
JG,UBP,VUT,1620,8,10,3,330,0
HH,PQM,FJF,820,2,9,4,546,0
WT,QTX,YTR,800,2,21,2,2288,0
HH,CWS,PQM,1327,1,29,7,574,0
WP,OMH,UYV,1734,3,4,5,834,0
BN,OEJ,RVN,705,7,15,6,238,0
TT,QFT,HSR,1358,12,10,6,733,0
HH,PTB,QTX,1311,3,7,1,109,0
OZ,FPH,OYT,812,5,31,3,710,0
HH,PQM,OPU,821,5,22,7,991,0
JG,PQM,QYV,1000,2,16,3,1156,1
VK,OMH,YBR,2102,8,23,2,828,0
C6,DIE,POI,1947,10,24,1,2521,0
BN,RVN,CBT,1525,7,23,7,457,0
HH,CQY,PQM,1310,10,17,2,757,0
IQ,ULQ,IQQ,1655,1,17,2,992,0
MH,YTL,DIE,1625,12,17,6,1417,1
XJ,YBR,YTL,1249,12,6,3,845,0
NB,RTQ,TCZ,1140,1,28,5,580,0
OZ,MQV,HSR,627,1,31,2,599,0
WT,HSR,RJB,1205,10,12,3,888,0
RQ,TQC,TVQ,725,8,13,6,852,0
NB,CBT,QTX,1940,8,6,6,1797,0
XJ,YTL,OMY,1731,12,23,5,643,0
LU,HSR,ULX,1031,1,20,4,1440,0
MH,HBV,YTL,35,3,6,1,1334,0
XJ,MQJ,TWP,923,1,9,1,1174,0
TZ,PBT,SBH,2126,5,4,4,415,0
XJ,JNS,OPU,1145,8,28,1,1008,0
NB,PQM,QTP,1845,1,23,1,368,0
TT,OYT,RIN,1026,8,28,7,1121,0
TT,RIN,ULQ,1702,8,4,5,1302,0
RQ,VUT,QFT,1812,7,1,6,1011,0
TP,TBM,PJT,1031,8,1,2,1449,0
XJ,CFS,JNS,649,5,4,4,393,0
MH,YTL,PDM,1808,12,4,7,1608,0
TP,QFC,PJT,1123,2,8,2,965,0
MH,OPU,JNS,1853,1,4,3,1008,0
WP,ULX,UYV,1306,6,12,1,1813,0
XJ,MQJ,TVQ,857,4,21,4,554,0
C6,IQQ,DIE,1426,9,22,4,1069,0
BN,URX,OPU,655,5,28,6,1426,0
OZ,RIN,PUP,1730,10,30,1,113,0
NB,RJB,ORN,1403,6,27,2,895,1
RQ,CHP,OMH,826,10,9,1,1121,0
BN,OPU,QTX,2114,4,13,4,1536,0
NB,CNY,IQQ,1120,1,15,6,925,1
TT,YTL,RIN,1803,12,7,3,224,1
LU,QTX,ULX,1546,12,25,7,370,1
JG,TVQ,JGG,1945,6,22,3,350,0
XJ,MSU,YTL,1058,1,7,5,201,0
WT,RJB,URX,1504,4,15,5,992,0
TT,RIN,QTP,1313,8,5,5,1055,0
BN,URX,OPU,24,8,2,3,1426,0
NB,PTV,JQU,630,8,9,2,496,0
AG,HSR,TVQ,914,4,24,1,606,0
RQ,TVQ,UCY,1240,8,9,2,545,0
AG,MLP,YTR,1645,12,11,1,441,0
HL,QFT,DTX,1525,4,25,1,834,1
TT,TVQ,RIN,1757,5,5,5,732,0
AG,HSR,FPH,1058,10,22,7,590,0
IQ,QTP,TVQ,740,12,21,4,1747,0
WT,HSR,YTR,1058,10,9,1,589,0
HH,PQM,HOT,1021,11,2,4,839,0
MH,JNS,QTP,909,1,8,7,2227,1
NB,VUT,OPA,1715,4,13,3,487,0
XJ,MQJ,QFT,1655,4,14,4,418,0
I9,PTB,RJB,854,7,11,1,853,0
RQ,IQQ,DIE,1350,8,27,6,1069,0
WT,RJB,CHP,1008,3,2,3,1754,0
TT,EHT,QTX,2335,1,6,4,2504,0
IQ,IQQ,TVQ,826,1,5,4,581,0
C6,QFC,YTR,1052,2,2,4,2277,0
WP,MQV,ULQ,959,10,25,2,448,0
RQ,RVN,PQM,830,5,7,6,1481,0
OZ,PNI,HSR,1326,1,25,2,714,0
BN,RVN,CHP,1710,2,24,4,632,0
XJ,HOT,YTL,1121,11,2,3,781,0
JG,RIN,TWP,1350,1,3,1,190,1
XJ,YTL,TOT,2035,3,29,2,519,0
TT,OYT,SRW,1138,6,27,1,700,0
AG,TPJ,RJB,1527,1,3,2,125,1
JG,LUB,TVQ,1156,3,28,2,780,0
IQ,OPA,TVQ,1015,6,8,3,425,1
I9,RJB,MTE,1046,7,18,2,1224,0
NB,ULX,CWI,905,8,4,4,1912,0
BN,RVN,CNY,1726,12,8,5,408,1
WP,RMT,MQV,843,9,8,5,331,0
BN,CNY,OPU,1128,9,16,5,936,0
XJ,JNS,PTG,917,10,31,2,708,0
BN,OJO,QFT,1821,2,20,7,963,0
LU,YTR,ULX,1636,1,9,7,1956,0
NB,ULX,CNY,955,12,14,4,1999,0
MH,YTL,HOT,2100,6,8,4,781,1
NB,RTQ,TWP,1150,8,5,5,189,0
JG,OEJ,PQM,740,7,17,1,1246,0
MH,ULX,YTL,623,3,18,5,1009,0
RQ,PTB,MGF,1114,4,18,2,1865,0
WT,RJB,MHP,1539,11,18,5,72,0
WT,PVQ,HSR,930,12,2,6,258,0
NB,PVQ,IQQ,1345,9,12,1,1056,0
LU,QTX,ULX,1242,2,3,4,370,0
NB,PDM,CWS,2000,8,14,7,296,0
JG,TGQ,TVQ,1040,10,21,6,164,0
IQ,RMT,TVQ,632,2,28,1,547,1
XJ,OPB,MQJ,751,10,19,3,402,0
RQ,MGF,IQQ,919,10,8,7,932,1
WP,ULQ,SYM,1625,7,6,3,198,1
TP,PJT,EVB,1906,10,4,3,680,1
JG,PLG,TVQ,1831,3,23,3,552,0
RQ,QTP,TVQ,1448,8,23,3,1747,0
MH,JNS,ULX,1427,10,26,3,2133,0
I9,RJB,PBT,842,11,3,4,846,0
NB,ORN,OMH,830,9,2,5,989,0
I9,RJB,ULX,1756,10,8,6,602,1
OZ,HSR,INT,1143,7,27,3,157,0
WT,OYT,HSR,829,1,19,4,1197,0
RL,YTR,UGR,2107,5,24,2,372,0
TT,PDW,OYT,1720,4,4,2,1045,0
IQ,QFT,TVQ,1926,4,12,2,761,1
RQ,TVQ,OJO,1517,6,16,4,332,0
OZ,RIN,FSE,1725,7,4,1,134,1
WT,RJB,RMT,1100,7,15,5,1476,1
HH,QTX,PCT,1330,1,26,3,89,0
TT,TWP,LHW,1647,1,25,2,148,0
WP,RJB,UYV,1205,9,18,7,1290,0
WP,SYM,MQV,1408,3,31,5,256,0
BN,OJO,OEJ,1835,6,3,6,556,0
WP,ULQ,HSR,803,3,29,3,678,0
RQ,YTR,PQM,1548,2,27,7,1827,0
WP,ULQ,IQQ,1117,5,14,7,992,0
WP,OPU,QTP,1505,8,4,5,1300,1
HH,YTL,FSE,734,2,18,5,166,0
HH,FJF,PQM,505,2,21,1,546,0
TT,HSR,RJB,1305,1,22,7,888,0
IQ,MQV,TVQ,1913,12,4,1,227,1
HL,MGF,YTR,1619,6,2,4,388,0
HH,FSS,HSR,1013,2,9,4,137,0
WP,ULQ,SRW,1327,12,9,6,336,0
OZ,PTB,PDM,1031,5,10,3,417,0
TT,PBT,RIN,1555,8,1,2,1205,0
NB,PDM,PTB,1935,12,11,7,417,0
BN,CHP,RVN,845,8,6,6,632,0
NB,RTQ,QYV,1220,6,13,1,296,0
IQ,ORN,TVQ,911,8,13,6,590,0
NB,QTP,CWS,752,10,13,5,223,0
BN,OPU,CRQ,726,4,27,3,1050,0
RQ,PQM,TVQ,614,11,19,6,1589,0
HL,MGF,QJX,1253,6,13,2,70,0
NB,FJF,CHY,2032,12,31,7,287,1
RQ,OMY,TVQ,542,2,15,2,692,0
MH,CHP,JNS,1920,9,14,3,200,1
LU,ULX,PBT,1929,9,3,6,338,0
RQ,PTG,TVQ,1747,7,29,5,215,1
NB,ORN,ULX,1035,9,9,5,1444,0
NB,LHW,HEM,854,11,14,1,419,0
VK,QFT,ORN,1828,9,18,1,725,0
OZ,SRW,ULQ,1653,2,23,3,336,0
MH,RIN,YTL,1851,1,30,7,224,0
TT,DIE,OYT,925,9,5,1,1090,0
XJ,MQJ,SHM,1532,7,21,5,245,1
IQ,UBP,TVQ,612,7,14,5,272,0
IQ,COY,TVQ,545,3,6,7,533,0
BN,RVN,SPN,2111,4,1,6,1085,0
TP,PJT,ITY,2156,10,29,6,1533,1
NB,ULX,SRW,910,10,1,6,1891,0
RQ,QTP,PQM,1204,6,3,6,368,0
NB,PTV,RTQ,1430,6,16,5,248,1
HH,PQM,URX,1648,5,31,3,630,0
NB,RTQ,QYV,1405,7,15,5,296,0
BN,QTB,RVN,1731,9,11,7,74,1
TT,QFT,TVQ,2033,12,4,7,761,1
NB,SRW,CBT,955,11,19,6,443,0
TT,HSR,YBR,1340,6,16,4,177,1
HL,PVQ,DIE,1315,3,5,7,892,1
TT,HSR,PBT,1907,5,4,3,1726,1
IQ,TVQ,MQV,1618,5,24,3,227,1
IQ,TVQ,SYM,2210,6,28,3,481,1
NB,OMY,QTP,1815,1,24,1,1140,0
TP,PJT,UPU,1013,2,20,1,987,0
HL,MGF,HOT,942,4,19,2,614,0
JG,TVQ,MSN,1039,2,5,7,363,0
XJ,MQJ,PAS,1518,9,26,1,317,0
NB,TWP,RTQ,955,4,27,4,189,1
HH,QJX,HSR,558,12,17,6,323,0
HL,DIE,YTR,2015,10,22,7,228,1
RQ,ULQ,TVQ,1617,12,27,3,665,0
TT,TCZ,RIN,1209,6,5,7,569,1
NB,HBV,POI,1900,3,14,1,389,0
NB,ULX,TCZ,1219,11,23,4,328,0
NB,PBT,QTP,1155,8,26,6,226,0
TT,OYT,PVV,1251,1,18,2,1107,1
MH,CHP,JNS,655,7,12,2,200,0
NB,QTP,PQM,555,9,12,2,368,0
NB,PTB,HTE,2120,2,12,7,446,0
WT,ULQ,HSR,926,10,25,2,678,1
RQ,TVQ,PTV,1737,5,9,2,874,0
OZ,RIN,MGF,1046,11,4,5,812,0
NB,TCZ,OMY,1407,5,14,6,718,1
XJ,UYV,YTL,822,7,29,5,1117,0
WP,MQV,ULX,739,5,30,2,1774,0
OZ,YMV,HSR,1112,4,7,5,588,0
RQ,OPU,TVQ,1744,7,25,1,906,0
TT,RIN,QTX,1313,6,29,4,1235,0
XJ,OMY,MQJ,1134,7,31,1,694,0
WP,MQV,HSR,1618,1,18,2,599,0
NB,URX,ORN,710,1,27,5,1751,0
C6,DIE,IQQ,728,9,22,5,1069,0
OZ,HSR,LPG,744,5,28,6,510,0
IQ,TVQ,QTX,947,3,26,6,1946,1
HL,CHP,SRW,1955,5,18,3,612,0
RQ,TVQ,PTV,1722,4,26,3,874,0
IQ,OMH,OEJ,1722,2,26,7,1066,1
TT,RIN,OIJ,2103,10,23,1,468,0
TP,EVB,DBW,2255,1,24,2,234,0
IQ,UCY,LUB,1035,11,11,6,1057,0
TT,RMT,OYT,1246,10,8,6,920,0
OZ,HSR,TKH,1447,9,10,6,122,1
WT,HSR,RJB,2138,3,5,6,888,1
IQ,CHP,CNY,654,6,1,3,370,0
OZ,CNY,CHP,1555,10,4,2,370,0
MH,QTP,MQJ,5,7,12,3,1825,1
LU,DIE,ULX,954,5,6,5,2153,0
TT,HSR,QFT,954,5,27,6,733,0
NB,TWP,RTQ,1710,6,27,2,189,0
RL,DIE,YTR,1711,10,19,3,228,0
HL,MGF,SHT,1032,3,16,4,282,0
TT,YBR,HSR,922,12,23,6,177,0
RQ,TVQ,PTB,840,6,9,4,1891,0
MH,QTX,YTL,1443,7,7,5,1379,0
TT,QFT,HSR,1602,6,16,5,733,0
RQ,UCY,CHP,2104,3,29,2,1197,1
HL,MGF,ORV,1522,11,22,3,429,0
XJ,JNS,UYV,1200,12,29,4,319,0
IQ,SRW,TVQ,938,2,10,4,356,0
TT,RJB,HSR,1308,1,19,4,888,0
JG,PLG,TVQ,758,4,28,4,552,0
